ID,nom,departement,ville,CP,type
0750026W,L'Enseignement par petits groupes (Ecole secondaire privée),75,Paris 15,75015,secondaire
0750106H,Ecole technologique privée CCIP Centre des Formations Industrielles,75,Paris 20,75020,secondaire
0750132L,Ecole primaire privée Notre-Dame-Saint Roch,75,Paris 01,75001,primaire
0750136R,Ecole primaire privée Saint-Sauveur,75,Paris 02,75002,primaire
0750138T,Ecole primaire privée Sainte Geneviève du Marais,75,Paris 03,75003,primaire
0750141W,Ecole primaire privée Massillon,75,Paris 04,75004,primaire
0750142X,Ecole primaire privée Saint Jean Gabriel,75,Paris 04,75004,primaire
0750145A,Ecole élémentaire privée Les Francs Bourgeois,75,Paris 04,75004,primaire
0750148D,Ecole primaire privée Sinaï,75,Paris 18,75018,primaire
0750149E,Ecole primaire privée Sainte Catherine,75,Paris 05,75005,primaire
0750150F,Ecole primaire privée Sainte Geneviève,75,Paris 05,75005,primaire
0750151G,Ecole primaire privée Soeur Rosalie Louise de Marillac,75,Paris 05,75005,primaire
0750153J,Ecole primaire privée Saint Victor,75,Paris 05,75005,primaire
0750154K,Ecole élémentaire privée Sévigné,75,Paris 05,75005,primaire
0750161T,Ecole primaire privée Sainte Geneviève,75,Paris 06,75006,primaire
0750164W,Ecole primaire privée Bossuet,75,Paris 06,75006,primaire
0750167Z,Ecole primaire privée Stanislas,75,Paris 06,75006,primaire
0750168A,Ecole primaire privée Sainte Marie de Sion,75,Paris 06,75006,primaire
0750169B,Ecole primaire privée Alsacienne,75,Paris 06,75006,primaire
0750171D,Ecole élémentaire privée L'Alma,75,Paris 07,75007,primaire
0750175H,Ecole primaire privée Saint Thomas d'Aquin,75,Paris 07,75007,primaire
0750176J,Ecole primaire privée Sainte Clotilde,75,Paris 07,75007,primaire
0750179M,Ecole primaire privée Active Bilingue Jeannine Manuel,75,Paris 15,75015,primaire
0750182R,Collège privé Saint Louis,75,Paris 18,75018,secondaire
0750185U,Ecole primaire privée Sainte Jeanne-Elisabeth,75,Paris 07,75007,primaire
0750187W,Ecole primaire privée Active Bilingue Jeannine Manuel,75,Paris 07,75007,primaire
0750195E,Ecole primaire privée Saint Pierre de Chaillot,75,Paris 08,75008,primaire
0750199J,Ecole primaire privée Hattemer,75,Paris 08,75008,primaire
0750203N,Ecole primaire privée Fénelon-Sainte Marie,75,Paris 08,75008,primaire
0750204P,Ecole maternelle privée Le Petit cours du Rocher,75,Paris 08,75008,primaire
0750206S,Ecole élementaire privée Active Bilingue Jeannine Manuel,75,Paris 15,75015,primaire
0750209V,Ecole primaire privée Notre-Dame de Lorette,75,Paris 09,75009,primaire
0750210W,Ecole primaire privée La Trinité,75,Paris 09,75009,primaire
0750212Y,Ecole primaire privée Bossuet-Notre-Dame,75,Paris 10,75010,primaire
0750215B,Ecole primaire privée Saint Laurent,75,Paris 10,75010,primaire
0750218E,Ecole primaire privée Saint-Joseph,75,Paris 11,75011,primaire
0750219F,Ecole primaire privée Saint Vincent de Paul,75,Paris 10,75010,primaire
0750222J,Ecole élémentaire privée Charles Péguy,75,Paris 11,75011,primaire
0750223K,Ecole primaire privée Sainte Marguerite,75,Paris 11,75011,primaire
0750225M,Ecole primaire privée Saint Paul,75,Paris 11,75011,primaire
0750227P,Ecole primaire privée Saint Ambroise,75,Paris 11,75011,primaire
0750229S,Ecole primaire privée Fénelon-Sainte Marie,75,Paris 08,75008,primaire
0750234X,Ecole primaire privée Eugène Napoléon Saint Pierre Fourier,75,Paris 12,75012,primaire
0750236Z,Ecole primaire privée Saint Michel de Picpus,75,Paris 12,75012,primaire
0750239C,Ecole primaire privée Saint Eloi,75,Paris 12,75012,primaire
0750241E,Ecole primaire privée L'Immaculée-Conception,75,Paris 12,75012,primaire
0750242F,Ecole primaire privée Cours Molière,75,Paris 12,75012,primaire
0750243G,Ecole primaire privée Saint-Esprit,75,Paris 12,75012,primaire
0750245J,Ecole Primaire Privée Saint-Marcel,75,Paris 13,75013,primaire
0750246K,Ecole primaire privée Sainte Anne Sainte Marie,75,Paris 13,75013,primaire
0750249N,Ecole primaire privée Sainte Jeanne d'Arc,75,Paris 13,75013,primaire
0750255V,Ecole primaire privée Sainte Elisabeth de Plaisance,75,Paris 14,75014,primaire
0750256W,Ecole primaire privée Le Sacré-Coeur,75,Paris 14,75014,primaire
0750259Z,Ecole primaire privée La Bruyère-Sainte Isabelle,75,Paris 14,75014,primaire
0750261B,Ecole primaire privée Charles de Foucauld,75,Paris 14,75014,primaire
0750263D,Ecole primaire privée Saint Louis,75,Paris 15,75015,primaire
0750265F,Ecole primaire privée Blomet,75,Paris 15,75015,primaire
0750266G,Ecole primaire privée Saint Charles,75,Paris 15,75015,primaire
0750268J,Ecole primaire privée Saint Joseph de Grenelle,75,Paris 15,75015,primaire
0750271M,Ecole primaire privée Sainte Elisabeth,75,Paris 15,75015,primaire
0750274R,Ecole élémentaire privée Ecole la Salle - Notre-Dame de la Gare,75,Paris 13,75013,primaire
0750275S,Ecole primaire privée Notre-Dame de France,75,Paris 13,75013,primaire
0750281Y,Ecole primaire privée La Croix,75,Paris 15,75015,primaire
0750282Z,Ecole primaire privée Les Saints-Anges,75,Paris 15,75015,primaire
0750285C,Ecole primaire privée Lamazou,75,Paris 16,75016,primaire
0750286D,Ecole primaire privée Saint Honoré d'Eylau,75,Paris 16,75016,primaire
0750287E,Ecole primaire privée Saint François d'Eylau,75,Paris 16,75016,primaire
0750292K,Ecole primaire privée Pascal,75,Paris 16,75016,primaire
0750294M,Ecole primaire privée Saint Louis de Gonzague,75,Paris 16,75016,primaire
0750295N,Ecole primaire privée L'Assomption,75,Paris 16,75016,primaire
0750297R,Ecole primaire privée Notre-Dame des Oiseaux,75,Paris 16,75016,primaire
0750300U,Ecole primaire privée Gerson,75,Paris 16,75016,primaire
0750301V,Ecole primaire privée La Providence Passy,75,Paris 16,75016,primaire
0750302W,Ecole primaire privée Les Moineaux,75,Paris 16,75116,primaire
0750305Z,Ecole primaire privée Saint Jean de Passy,75,Paris 16,75016,primaire
0750314J,Ecole primaire privée Sainte Marthe,75,Paris 17,75017,primaire
0750318N,Ecole primaire privée Sainte Ursule-Louise de Bettignies,75,Paris 17,75017,primaire
0750321S,Ecole primaire privée Blanche de Castille,75,Paris 17,75017,primaire
0750323U,Ecole primaire privée Le Sacré-Coeur,75,Paris 17,75017,primaire
0750325W,Ecole primaire privée Fénelon-Sainte Marie,75,Paris 17,75017,primaire
0750326X,Ecole élémentaire privée Sainte Marie des Batignolles,75,Paris 17,75017,primaire
0750330B,Lycée technologique privé Ecole Technique Supérieure du Laboratoire,75,Paris 13,75013,secondaire
0750337J,Ecole primaire privée Saint Jean de Montmartre,75,Paris 18,75018,primaire
0750338K,Ecole primaire privée Sainte Marie,75,Paris 18,75018,primaire
0750340M,Ecole primaire privée Saint Louis,75,Paris 18,75018,primaire
0750341N,Ecole primaire privée Le Sacré-Coeur,75,Paris 18,75018,primaire
0750346U,Ecole primaire privée Saint Bernard - Sainte Marie,75,Paris 18,75018,primaire
0750349X,Ecole primaire privée Saint Georges,75,Paris 19,75019,primaire
0750352A,Ecole primaire privée Saint Jean-Baptiste de Belleville,75,Paris 19,75019,primaire
0750353B,Ecole primaire privée Sainte Thérèse,75,Paris 19,75019,primaire
0750356E,Ecole élémentaire spéciale privée Votre Ecole Chez Vous,75,Paris 11,75011,primaire
0750358G,Ecole primaire privée La Providence,75,Paris 20,75020,primaire
0750360J,Collège Claude Chappe,75,Paris 19,75019,secondaire
0750362L,Collège Beaumarchais,75,Paris 11,75011,secondaire
0750366R,Ecole primaire privée Sainte Louise,75,Paris 20,75020,primaire
0750387N,Collège Pierre Jean de Béranger,75,Paris 03,75003,secondaire
0750407K,Collège Rognoni,75,Paris 05,75005,secondaire
0750419Y,Lycée professionnel Mécanique automobile Camille Jenatzy,75,Paris 18,75018,secondaire
0750428H,Lycée polyvalent Jacques MONOD - Lycée des métiers des carrières sanitaires et sociales,75,Paris 05,75005,secondaire
0750429J,Collège Roland Dorgelès,75,Paris 18,75018,secondaire
0750436S,Lycée professionnel Claude Anthime Corbon - Lycée des métiers de la communication et de la gestion d'entreprise,75,Paris 15,75015,secondaire
0750444A,Collège Georges Courteline,75,Paris 12,75012,secondaire
0750445B,Collège Alberto Giacometti,75,Paris 14,75014,secondaire
0750463W,Lycée polyvalent Lucas de Nehou - Lycée des métiers des arts du verre et des structures verrières,75,Paris 14,75014,secondaire
0750465Y,Collège Lucie et Raymond Aubrac,75,Paris 11,75011,secondaire
0750478M,Collège Jean-Baptiste Clément,75,Paris 20,75020,secondaire
0750484U,Collège Wolfgang Amadeus Mozart,75,Paris 19,75019,secondaire
0750502N,Lycée polyvalent Maximilien Vox-arts appliqués - design de communication - industries graphiques,75,Paris 06,75006,secondaire
0750507U,Collège Georges Brassens,75,Paris 19,75019,secondaire
0750508V,Lycée professionnel Charles de Gaulle,75,Paris 20,75020,secondaire
0750523L,Section d'enseignement professionnelle du lycee polyvalent Boulle,75,Paris 12,75012,secondaire
0750525N,Collège Moulin des Prés,75,Paris 13,75013,secondaire
0750546L,Collège Georges Clémenceau,75,Paris 18,75018,secondaire
0750550R,Collège Lucie Faure,75,Paris 20,75020,secondaire
0750552T,Collège Françoise Dolto,75,Paris 20,75020,secondaire
0750553U,Lycée professionel Gaston Bachelard,75,Paris 13,75013,secondaire
0750558Z,Lycée polyvalent Paul Poiret,75,Paris 11,75011,secondaire
0750575T,Collège Sonia Delaunay,75,Paris 19,75019,secondaire
0750584C,Collège Valmy,75,Paris 10,75010,secondaire
0750588G,Lycée professionnel René Cassin,75,Paris 16,75016,secondaire
0750591K,Collège Henri Matisse,75,Paris 20,75020,secondaire
0750597S,Ecole primaire privée Notre-Dame de Lourdes,75,Paris 20,75020,primaire
0750598T,Ecole primaire privée Notre-Dame de La Croix,75,Paris 20,75020,primaire
0750599U,Ecole élémentaire privée Saint Germain de Charonne,75,Paris 20,75020,primaire
0750601W,Ecole primaire privée Lucien de Hirsch,75,Paris 19,75019,primaire
0750602X,Ecole primaire,75,Paris 15,75015,primaire
0750603Y,Ecole maternelle,75,Paris 09,75009,primaire
0750604Z,Ecole maternelle,75,Paris 09,75009,primaire
0750605A,Ecole primaire,75,Paris 11,75011,primaire
0750607C,Collège Alain Fournier,75,Paris 11,75011,secondaire
0750608D,Collège Anne Frank,75,Paris 11,75011,secondaire
0750609E,Collège Paul Verlaine,75,Paris 12,75012,secondaire
0750610F,Collège Jules Verne,75,Paris 12,75012,secondaire
0750611G,Collège Jean Moulin,75,Paris 14,75014,secondaire
0750612H,Lycée technologique Ecole Nationale Supérieure des Arts Appliqués,75,Paris 15,75015,secondaire
0750647W,Lycée général et technologique Turgot,75,Paris 03,75003,secondaire
0750648X,Lycée général Victor Hugo,75,Paris 03,75003,secondaire
0750650Z,Lycée polyvalent d'Alembert - Lycée des métiers de la mode et de l'esthétique,75,Paris 19,75019,secondaire
0750651A,Lycée général et technologique Simone Weil,75,Paris 03,75003,secondaire
0750652B,Lycée général Charlemagne,75,Paris 04,75004,secondaire
0750653C,Lycée général et technologique Sophie Germain,75,Paris 04,75004,secondaire
0750654D,Lycée général Henri IV,75,Paris 05,75005,secondaire
0750655E,Lycée général Louis Le Grand,75,Paris 05,75005,secondaire
0750656F,Lycée général Lavoisier,75,Paris 05,75005,secondaire
0750657G,Lycée général Montaigne,75,Paris 06,75006,secondaire
0750658H,Lycée général Saint Louis,75,Paris 06,75006,secondaire
0750660K,Lycée général Fénelon,75,Paris 06,75006,secondaire
0750662M,Lycée général Victor Duruy,75,Paris 07,75007,secondaire
0750663N,Lycée général et technologique Chaptal,75,Paris 08,75008,secondaire
0750664P,Lycée général et technologique Racine,75,Paris 08,75008,secondaire
0750667T,Lycée général Condorcet,75,Paris 09,75009,secondaire
0750668U,Lycée général Jacques Decour,75,Paris 09,75009,secondaire
0750669V,Lycée général Jules Ferry,75,Paris 09,75009,secondaire
0750670W,Lycée général Lamartine,75,Paris 09,75009,secondaire
0750671X,Lycée polyvalent Edgar Quinet,75,Paris 09,75009,secondaire
0750672Y,Lycée technologique Duperré Ecole Supérieure des Arts Appliqués,75,Paris 03,75003,secondaire
0750673Z,Lycée général Colbert,75,Paris 10,75010,secondaire
0750674A,Lycée technologique Jules Siegfried,75,Paris 10,75010,secondaire
0750675B,Lycée général et technologique Voltaire,75,Paris 11,75011,secondaire
0750676C,"Lycée polyvalent Dorian - Lycée des métiers de la mécatronique, de la topographie et de la verrerie",75,Paris 11,75011,secondaire
0750677D,Lycée polyvalent Elisa Lemonnier,75,Paris 12,75012,secondaire
0750679F,Lycée général Paul Valéry,75,Paris 12,75012,secondaire
0750680G,Lycée général et technologique Arago,75,Paris 12,75012,secondaire
0750681H,"Lycée Polyvalent Boulle - Lycée des métiers d'art, d'architecture intérieure et du design",75,Paris 12,75012,secondaire
0750682J,Lycée général Rodin,75,Paris 13,75013,secondaire
0750683K,Lycée général Claude Monet,75,Paris 13,75013,secondaire
0750684L,Lycée général Gabriel Fauré,75,Paris 13,75013,secondaire
0750685M,Lycée général et technologique Pierre-Gilles de Gennes,75,Paris 13,75013,secondaire
0750686N,Ecole Estienne Ecole supérieure des Arts et Industries Graphiques,75,Paris 13,75013,secondaire
0750688R,Lycée général et technologique Rabelais - Lycée des métiers de la santé  et du social,75,Paris 18,75018,secondaire
0750689S,Lycée général Paul Bert,75,Paris 14,75014,secondaire
0750690T,Lycée général et technologique François Villon,75,Paris 14,75014,secondaire
0750691U,Lycée polyvalent Raspail - Lycée des métiers des énergies et de l'environnement,75,Paris 14,75014,secondaire
0750692V,Lycée général et technologique Emile Dubois,75,Paris 14,75014,secondaire
0750693W,Lycée général Buffon,75,Paris 15,75015,secondaire
0750694X,Lycée général Camille Sée,75,Paris 15,75015,secondaire
0750695Y,Lycée polyvalent Fresnel - Lycée des métiers de l'optique,75,Paris 15,75015,secondaire
0750696Z,Lycée général et technologique Roger Verlomme - Lycée des métiers de la communication et de la gestion d'entreprise,75,Paris 15,75015,secondaire
0750697A,Lycée Technologique Bâtiment-Saint Lambert,75,Paris 15,75015,secondaire
0750698B,Lycée général et technologique Claude Bernard,75,Paris 16,75016,secondaire
0750699C,Lycée général Janson de Sailly,75,Paris 16,75016,secondaire
0750700D,Lycée général et technologique Jean-Baptiste Say,75,Paris 16,75016,secondaire
0750702F,Lycée général Jean de La Fontaine,75,Paris 16,75016,secondaire
0750703G,Lycée général Molière,75,Paris 16,75016,secondaire
0750704H,Lycée général Carnot,75,Paris 17,75017,secondaire
0750705J,Lycée général et technologique Honoré de Balzac,75,Paris 17,75849,secondaire
0750707L,Lycée technologique Ecole Nationale de Commerce,75,Paris 17,75017,secondaire
0750708M,Lycée Polyvalent Jean Drouant - Lycée des métiers de l'hôtellerie et de la restauration,75,Paris 17,75017,secondaire
0750710P,Lycée technologique Auguste Renoir - Lycée des métiers de la photographie et de l'image,75,Paris 18,75018,secondaire
0750711R,Lycée général et technologique Henri Bergson,75,Paris 19,75019,secondaire
0750712S,Lycée polyvalent Diderot,75,Paris 19,75019,secondaire
0750713T,Lycée général et technologique Jacquard - Lycée des métiers des technologies de l'industrie et du développement durable,75,Paris 19,75019,secondaire
0750714U,Lycée général Hélène Boucher,75,Paris 20,75020,secondaire
0750715V,Lycée général et technologique Maurice Ravel,75,Paris 20,75020,secondaire
0750770E,Lycée professionnel Abbé Grégoire,75,Paris 03,75003,secondaire
0750775K,Lycée professionnel Gustave Ferrié,75,Paris 10,75010,secondaire
0750776L,Lycée professionnel Marie Laurencin - Lycée des métiers de la mode et de l'esthétique,75,Paris 10,75010,secondaire
0750778N,Lycée Professionnel Turquetil - Lycée des métiers de la mode et de l'esthétique Turquetil,75,Paris 11,75011,secondaire
0750783U,Lycée professionnel Chennevière Malezieux,75,Paris 12,75012,secondaire
0750784V,Lycée professionnel Métiers de l'Ameublement,75,Paris 12,75012,secondaire
0750785W,Lycée professionnel Galilée,75,Paris 13,75013,secondaire
0750786X,Lycée polyvalent Lazare Ponticelli,75,Paris 13,75013,secondaire
0750787Y,Lycée professionnel Corvisart-Arts Graphiques,75,Paris 13,75013,secondaire
0750788Z,Lycée professionnel Marcel Deprez,75,Paris 11,75011,secondaire
0750793E,Lycée Professionnel Beaugrenelle - Lycée des métiers de la communication et de la gestion d'entreprise,75,Paris 15,75015,secondaire
0750794F,Lycée professionnel Brassai - Lycée des métiers de la photographie et de l'image,75,Paris 15,75015,secondaire
0750796H,Lycée Professionnel Octave Feuilet - Lycée des métiers de la mode et de l'esthétique,75,Paris 16,75016,secondaire
0750800M,Lycée professionnel Edmond Rostand,75,Paris 18,75018,secondaire
0750802P,"Lycée professionnel Hector Guimard - Lycée des métiers du batiment, de l'artisanat et du patrimoine bâtiment",75,Paris 19,75019,secondaire
0750808W,Lycée professionnel Etienne Dolet,75,Paris 20,75020,secondaire
0750810Y,Ecole primaire,75,Paris 14,75014,primaire
0750811Z,Ecole primaire,75,Paris 11,75011,primaire
0750813B,Ecole primaire,75,Paris 15,75015,primaire
0750814C,Ecole primaire,75,Paris 17,75017,primaire
0750815D,Ecole primaire d'application,75,Paris 13,75013,primaire
0750818G,Ecole primaire,75,Paris 01,75001,primaire
0750819H,Ecole primaire,75,Paris 19,75019,primaire
0750820J,Ecole primaire,75,Paris 14,75014,primaire
0750821K,Ecole primaire A,75,Paris 19,75019,primaire
0750822L,Ecole primaire,75,Paris 16,75016,primaire
0750823M,Ecole primaire A,75,Paris 13,75013,primaire
0750824N,Ecole primaire,75,Paris 16,75016,primaire
0750825P,Ecole primaire A,75,Paris 11,75011,primaire
0750826R,Ecole primaire,75,Paris 20,75020,primaire
0750828T,Etablissement régional d'enseignement adapté Edith Piaf,75,Paris 20,75020,secondaire
0750831W,Ecole primaire,75,Paris 17,75017,primaire
0750836B,Ecole primaire,75,Paris 15,75015,primaire
0750837C,Ecole primaire d'application,75,Paris 16,75016,primaire
0750838D,Ecole primaire,75,Paris 14,75014,primaire
0750840F,Ecole primaire,75,Paris 11,75011,primaire
0750841G,Ecole primaire d'application,75,Paris 12,75012,primaire
0750842H,Ecole primaire,75,Paris 20,75020,primaire
0750843J,Ecole primaire,75,Paris 09,75009,primaire
0750845L,Ecole primaire,75,Paris 01,75001,primaire
0750846M,Ecole primaire,75,Paris 07,75007,primaire
0750847N,Ecole élémentaire,75,Paris 18,75018,primaire
0750848P,Ecole primaire,75,Paris 12,75012,primaire
0750850S,Ecole primaire,75,Paris 12,75012,primaire
0750853V,Ecole primaire,75,Paris 19,75019,primaire
0750854W,Ecole primaire,75,Paris 15,75015,primaire
0750855X,Ecole primaire,75,Paris 16,75016,primaire
0750856Y,Ecole primaire,75,Paris 13,75013,primaire
0750857Z,Ecole primaire,75,Paris 07,75007,primaire
0750858A,Ecole primaire,75,Paris 10,75010,primaire
0750862E,Ecole primaire,75,Paris 19,75019,primaire
0750863F,Ecole primaire,75,Paris 15,75015,primaire
0750864G,Ecole primaire,75,Paris 13,75013,primaire
0750865H,Ecole primaire A,75,Paris 18,75018,primaire
0750868L,Ecole primaire,75,Paris 12,75012,primaire
0750871P,Ecole primaire,75,Paris 15,75015,primaire
0750872R,Ecole primaire,75,Paris 07,75007,primaire
0750873S,Ecole primaire,75,Paris 02,75002,primaire
0750874T,Ecole primaire,75,Paris 13,75013,primaire
0750877W,Ecole primaire,75,Paris 20,75020,primaire
0750878X,Ecole primaire,75,Paris 10,75010,primaire
0750880Z,Ecole primaire,75,Paris 15,75015,primaire
0750882B,Ecole primaire,75,Paris 15,75015,primaire
0750886F,Ecole primaire,75,Paris 08,75008,primaire
0750887G,Ecole primaire,75,Paris 15,75015,primaire
0750889J,Ecole primaire,75,Paris 18,75018,primaire
0750890K,Ecole primaire,75,Paris 13,75013,primaire
0750891L,Ecole primaire,75,Paris 11,75011,primaire
0750893N,Ecole primaire,75,Paris 19,75019,primaire
0750894P,Ecole primaire,75,Paris 12,75012,primaire
0750896S,Ecole primaire,75,Paris 11,75011,primaire
0750897T,Ecole élémentaire,75,Paris 18,75018,primaire
0750903Z,Ecole primaire,75,Paris 17,75017,primaire
0750906C,Ecole primaire A,75,Paris 13,75013,primaire
0750908E,Ecole primaire A,75,Paris 13,75013,primaire
0750911H,Ecole primaire,75,Paris 18,75018,primaire
0750912J,Ecole primaire,75,Paris 20,75020,primaire
0750915M,Ecole primaire A,75,Paris 13,75013,primaire
0750916N,Ecole primaire,75,Paris 15,75015,primaire
0750918R,Ecole primaire A,75,Paris 12,75012,primaire
0750920T,Ecole primaire,75,Paris 17,75017,primaire
0750922V,Ecole primaire,75,Paris 17,75017,primaire
0750923W,Ecole primaire,75,Paris 18,75018,primaire
0750924X,Ecole primaire A,75,Paris 20,75020,primaire
0750925Y,Ecole primaire,75,Paris 17,75017,primaire
0750926Z,Ecole primaire A,75,Paris 20,75020,primaire
0750928B,Ecole primaire,75,Paris 20,75020,primaire
0750929C,Ecole primaire,75,Paris 10,75010,primaire
0750932F,Ecole primaire A,75,Paris 19,75019,primaire
0750933G,Ecole primaire,75,Paris 10,75010,primaire
0750937L,Ecole primaire,75,Paris 09,75009,primaire
0750938M,Ecole primaire,75,Paris 14,75014,primaire
0750941R,Ecole primaire,75,Paris 18,75018,primaire
0750944U,Ecole primaire d'application,75,Paris 16,75016,primaire
0750945V,Ecole primaire,75,Paris 04,75004,primaire
0750946W,Ecole primaire d'application,75,Paris 16,75016,primaire
0750947X,Ecole primaire,75,Paris 04,75004,primaire
0750948Y,Ecole primaire,75,Paris 15,75015,primaire
0750949Z,Ecole primaire A,75,Paris 20,75020,primaire
0750951B,Ecole primaire A,75,Paris 19,75019,primaire
0750954E,Ecole primaire A,75,Paris 11,75011,primaire
0750956G,Ecole primaire,75,Paris 08,75008,primaire
0750957H,Ecole primaire,75,Paris 20,75020,primaire
0750960L,Ecole primaire A,75,Paris 12,75012,primaire
0750961M,Ecole Elementaire P. BROSSOLETTE,75,Paris 05,75005,primaire
0750962N,Ecole élémentaire,75,Paris 18,75018,primaire
0750963P,Ecole primaire A,75,Paris 20,75020,primaire
0750964R,Ecole primaire,75,Paris 19,75019,primaire
0750965S,Ecole primaire,75,Paris 14,75014,primaire
0750966T,Ecole primaire,75,Paris 11,75011,primaire
0750967U,Ecole primaire A,75,Paris 20,75020,primaire
0750969W,Ecole primaire,75,Paris 12,75012,primaire
0750972Z,Ecole primaire,75,Paris 17,75017,primaire
0750973A,Ecole primaire A,75,Paris 19,75019,primaire
0750974B,Ecole primaire,75,Paris 14,75014,primaire
0750976D,Ecole primaire A,75,Paris 13,75013,primaire
0750977E,Ecole primaire A,75,Paris 20,75020,primaire
0750978F,Ecole primaire,75,Paris 03,75003,primaire
0750979G,Ecole primaire,75,Paris 20,75020,primaire
0750981J,Ecole primaire,75,Paris 10,75010,primaire
0750982K,Ecole primaire,75,Paris 12,75012,primaire
0750983L,Ecole primaire A,75,Paris 20,75020,primaire
0750984M,Ecole primaire A,75,Paris 12,75012,primaire
0750985N,Ecole élémentaire,75,Paris 18,75018,primaire
0750986P,Ecole primaire,75,Paris 08,75008,primaire
0750987R,Ecole primaire,75,Paris 05,75005,primaire
0750988S,Ecole primaire A,75,Paris 19,75019,primaire
0750989T,Ecole primaire,75,Paris 15,75015,primaire
0750991V,Ecole primaire d'application A,75,Paris 11,75011,primaire
0750994Y,Ecole primaire A,75,Paris 19,75019,primaire
0750995Z,Ecole primaire,75,Paris 06,75006,primaire
0750999D,Ecole primaire A,75,Paris 15,75015,primaire
0751002G,Ecole primaire,75,Paris 03,75003,primaire
0751003H,Ecole primaire,75,Paris 11,75011,primaire
0751004J,Ecole primaire,75,Paris 10,75010,primaire
0751005K,Ecole primaire,75,Paris 04,75004,primaire
0751007M,Ecole primaire d'application,75,Paris 11,75011,primaire
0751008N,Ecole élémentaire,75,Paris 18,75018,primaire
0751009P,Ecole primaire A,75,Paris 19,75019,primaire
0751013U,Ecole primaire,75,Paris 17,75017,primaire
0751015W,Ecole primaire,75,Paris 09,75009,primaire
0751016X,Ecole primaire,75,Paris 13,75013,primaire
0751017Y,Ecole primaire,75,Paris 09,75009,primaire
0751018Z,Ecole primaire,75,Paris 05,75005,primaire
0751019A,Ecole primaire A,75,Paris 15,75015,primaire
0751020B,Ecole primaire,75,Paris 20,75020,primaire
0751022D,Ecole primaire,75,Paris 13,75013,primaire
0751023E,Ecole primaire,75,Paris 14,75014,primaire
0751028K,Ecole primaire,75,Paris 15,75015,primaire
0751029L,Ecole primaire,75,Paris 14,75014,primaire
0751032P,Ecole primaire,75,Paris 05,75005,primaire
0751035T,Ecole primaire,75,Paris 04,75004,primaire
0751037V,Ecole primaire B,75,Paris 19,75019,primaire
0751038W,Ecole primaire B,75,Paris 13,75013,primaire
0751041Z,Ecole primaire,75,Paris 18,75018,primaire
0751042A,Ecole primaire,75,Paris 10,75010,primaire
0751044C,Ecole primaire,75,Paris 12,75012,primaire
0751048G,Ecole primaire,75,Paris 08,75008,primaire
0751052L,Ecole élémentaire publique,75,Paris 19,75019,primaire
0751053M,Ecole primaire,75,Paris 16,75016,primaire
0751054N,Ecole primaire,75,Paris 05,75005,primaire
0751056R,Ecole primaire d'application,75,Paris 17,75017,primaire
0751061W,Ecole primaire,75,Paris 09,75009,primaire
0751064Z,Ecole primaire,75,Paris 17,75017,primaire
0751065A,Ecole primaire,75,Paris 15,75015,primaire
0751067C,Ecole primaire,75,Paris 10,75010,primaire
0751069E,Ecole primaire,75,Paris 09,75009,primaire
0751070F,Ecole primaire,75,Paris 18,75018,primaire
0751072H,Ecole élémentaire,75,Paris 18,75018,primaire
0751074K,Ecole primaire,75,Paris 13,75013,primaire
0751076M,Ecole primaire,75,Paris 13,75013,primaire
0751080S,Ecole primaire,75,Paris 18,75018,primaire
0751086Y,Ecole primaire B,75,Paris 18,75018,primaire
0751087Z,Ecole primaire,75,Paris 12,75012,primaire
0751088A,Ecole primaire,75,Paris 17,75017,primaire
0751089B,Ecole primaire,75,Paris 13,75013,primaire
0751091D,Ecole primaire,75,Paris 14,75014,primaire
0751094G,Ecole élémentaire,75,Paris 18,75018,primaire
0751097K,Ecole primaire,75,Paris 07,75007,primaire
0751098L,Ecole primaire,75,Paris 17,75017,primaire
0751099M,Ecole primaire,75,Paris 20,75020,primaire
0751100N,Ecole primaire,75,Paris 13,75013,primaire
0751102R,Ecole primaire,75,Paris 10,75010,primaire
0751103S,Ecole primaire,75,Paris 15,75015,primaire
0751105U,Ecole primaire d'application,75,Paris 18,75018,primaire
0751106V,Ecole primaire,75,Paris 19,75019,primaire
0751107W,Ecole élémentaire,75,Paris 18,75018,primaire
0751109Y,Ecole primaire,75,Paris 17,75017,primaire
0751111A,Ecole primaire,75,Paris 20,75020,primaire
0751112B,Ecole primaire,75,Paris 19,75019,primaire
0751114D,Ecole primaire,75,Paris 19,75019,primaire
0751116F,Ecole primaire,75,Paris 18,75018,primaire
0751117G,Ecole primaire,75,Paris 04,75004,primaire
0751118H,Ecole primaire,75,Paris 16,75016,primaire
0751119J,Ecole primaire,75,Paris 18,75018,primaire
0751120K,Ecole primaire,75,Paris 14,75014,primaire
0751121L,Ecole primaire,75,Paris 04,75004,primaire
0751122M,Ecole primaire d'application,75,Paris 18,75018,primaire
0751123N,Ecole primaire,75,Paris 06,75006,primaire
0751124P,Ecole primaire,75,Paris 12,75012,primaire
0751125R,Ecole élémentaire,75,Paris 18,75018,primaire
0751126S,Ecole primaire B,75,Paris 13,75013,primaire
0751127T,Ecole primaire,75,Paris 19,75019,primaire
0751128U,Ecole primaire B,75,Paris 13,75013,primaire
0751129V,Ecole primaire,75,Paris 17,75017,primaire
0751131X,Ecole primaire B,75,Paris 11,75011,primaire
0751135B,Ecole primaire d'application,75,Paris 16,75016,primaire
