ID,nom,departement,ville,CP,type
0951135T,Ecole maternelle Anne Frank,95,Domont,95330,primaire
0951136U,Ecole maternelle Michel de Montaigne,95,Villiers-le-Bel,95400,primaire
0951137V,Ecole élémentaire Alphonse Daudet,95,Fosses,95470,primaire
0951138W,Collège Jean-Jacques Rousseau,95,Argenteuil,95100,secondaire
0951139X,Collège Albert Camus,95,Argenteuil,95100,secondaire
0951141Z,Collège Nicolas Copernic,95,Montmagny,95360,secondaire
0951142A,Collège Robert Doisneau,95,Gonesse,95502,secondaire
0951143B,Collège Jean Moulin,95,Arnouville,95400,secondaire
0951145D,Section d'enseignement général et professionnel adapté du Collège Pablo Picasso,95,Garges-lès-Gonesse,95140,secondaire
0951147F,Lycée général et technologique Fragonard,95,L'Isle-Adam,95290,secondaire
0951148G,Section d'enseignement général et professionnel adapté du Collège des Hautiers,95,Marines,95640,secondaire
0951152L,Section d'enseignement général et professionnel adapté du Collège Stendhal,95,Fosses,95470,secondaire
0951154N,Collège Camille Claudel,95,Montigny-lès-Cormeilles,95370,secondaire
0951155P,Ecole élémentaire publque Le Centre,95,Champagne-sur-Oise,95660,primaire
0951156R,Ecole élémentaire L'Hermitage,95,Pontoise,95300,primaire
0951157S,Ecole maternelle Françoise Dolto,95,Fontenay-en-Parisis,95190,primaire
0951159U,Ecole maternelle Charles Perrault,95,Saint-Brice-sous-Forêt,95350,primaire
0951162X,Ecole maternelle Les Plants,95,Cergy,95000,primaire
0951163Y,Ecole maternelle Le Centre,95,Champagne-sur-Oise,95660,primaire
0951164Z,Ecole maternelle Les Buttes Blanches,95,Herblay,95220,primaire
0951169E,Ecole maternelle Croix Duny,95,Argenteuil,95100,primaire
0951170F,Ecole élémentaire La Croix Duny,95,Argenteuil,95100,primaire
0951172H,Ecole élémentaire Charles de Gaulle,95,Domont,95330,primaire
0951173J,Ecole élémentaire Frédéric Mistral,95,Fosses,95470,primaire
0951174K,Ecole élémentaire Marcel Pagnol,95,Puiseux-en-France,95380,primaire
0951175L,Ecole élémentaire Antoine de Saint-Exupéry,95,Saint-Brice-sous-Forêt,95350,primaire
0951176M,Ecole élémentaire Les Buttes Blanches,95,Herblay,95220,primaire
0951178P,Ecole élémentaire Les Plants,95,Cergy,95000,primaire
0951179R,Ecole primaire Les Maradas,95,Pontoise,95000,primaire
0951180S,Ecole élémentaire Pablo Néruda,95,Méry-sur-Oise,95540,primaire
0951181T,Ecole élémentaire Maurice Genevoix,95,Parmain,95620,primaire
0951183V,Ecole élémentaire Paul Roth,95,Osny,95520,primaire
0951185X,Ecole maternelle Jean Piaget,95,Domont,95330,primaire
0951187Z,Ecole maternelle Paul Langevin 2,95,Argenteuil,95100,primaire
0951190C,Collège Langevin-Wallon,95,Saint-Gratien,95210,secondaire
0951191D,Section d'enseignement général et professionnel adapté du Collège Langevin Wallon,95,Saint-Gratien,95210,secondaire
0951194G,Collège Pablo Picasso,95,Éragny,95610,secondaire
0951195H,Collège Marcel Pagnol,95,Saint-Ouen-l'Aumône,95310,secondaire
0951196J,Collège Voltaire,95,Sarcelles,95206,secondaire
0951197K,Collège Georges Brassens,95,Taverny,95153,secondaire
0951198L,Ecole élémentaire,95,Saint-Gervais,95420,primaire
0951201P,Ecole maternelle Etienne Dolet,95,Persan,95340,primaire
0951202R,Ecole maternelle La Vallée Basset,95,Menucourt,95180,primaire
0951203S,Ecole maternelle Georges Seurat,95,Louvres,95380,primaire
0951205U,Ecole maternelle Jean Moulin,95,Goussainville,95190,primaire
0951206V,Ecole primaire Angela Davis,95,Bezons,95870,primaire
0951208X,Ecole élémentaire Jean Jacques Rousseau,95,Saint-Ouen-l'Aumône,95310,primaire
0951209Y,Ecole élémentaire de La Vallée Basset,95,Menucourt,95180,primaire
0951210Z,Ecole élémentaire Jean Moulin,95,Goussainville,95190,primaire
0951211A,Ecole élémentaire Paul Bert,95,Montigny-lès-Cormeilles,95370,primaire
0951212B,Ecole élémentaire Raymond Poincaré,95,Deuil-la-Barre,95170,primaire
0951220K,Collège privé Saint Pie X,95,Domont,95332,secondaire
0951221L,Lycée polyvalent privé Vauban,95,Pontoise,95300,secondaire
0951225R,Ecole maternelle Marcel Pagnol,95,Taverny,95150,primaire
0951226S,Ecole élémentaire Marcel Pagnol,95,Taverny,95150,primaire
0951227T,Ecole maternelle La Meth,95,Osny,95520,primaire
0951228U,Ecole élémentaire La Meth,95,Osny,95520,primaire
0951230W,Collège Eugénie Cotton,95,Argenteuil,95104,secondaire
0951231X,Section d'enseignement général et professionnel adapté du Collège Eugénie Cotton,95,Argenteuil,95104,secondaire
0951232Y,Collège Marcel Pagnol,95,Le-Plessis-Bouchard,95130,secondaire
0951233Z,Collège La Taillette,95,Menucourt,95180,secondaire
0951234A,Section d'enseignement général et professionnel adapté du Collège Marcel Pagnol,95,Saint-Ouen-l'Aumône,95310,secondaire
0951235B,Ecole maternelle Georges Brassens,95,Vémars,95470,primaire
0951237D,Ecole maternelle Jean Moulin,95,Garges-lès-Gonesse,95140,primaire
0951244L,Ecole maternelle Marcel Cachin 1,95,Argenteuil,95100,primaire
0951245M,Ecole maternelle Les Châteaux,95,Cergy,95000,primaire
0951246N,Ecole maternelle La Prairie,95,Saint-Ouen-l'Aumône,95310,primaire
0951247P,Ecole maternelle La Ravinière,95,Osny,95520,primaire
0951248R,Ecole élémentaire Les Chateaux,95,Cergy,95000,primaire
0951249S,Ecole élémentaire Pablo Néruda,95,Éragny,95610,primaire
0951250T,Ecole élémentaire Henri Bertin,95,Mériel,95630,primaire
0951251U,Ecole élémentaire La Ravinière,95,Osny,95520,primaire
0951253W,Ecole élémentaire Ferdinand Buisson,95,Villiers-le-Bel,95400,primaire
0951254X,Ecole élémentaire Chaponval,95,Auvers-sur-Oise,95430,primaire
0951255Y,Ecole élémentaire Paul Langevin,95,Goussainville,95190,primaire
0951256Z,Ecole primaire Le Vieux Noyer,95,Puiseux-Pontoise,95650,primaire
0951257A,Ecole maternelle Les Larris,95,Pontoise,95000,primaire
0951258B,Ecole maternelle Pablo Neruda,95,Éragny,95610,primaire
0951259C,Ecole maternelle Frédéric Mistral,95,Fosses,95470,primaire
0951260D,Ecole maternelle Le Bois Maillard,95,Marly-la-Ville,95670,primaire
0951261E,Ecole maternelle Le Jardin Fremin,95,Survilliers,95470,primaire
0951262F,Ecole maternelle Ferdinand Buisson,95,Villiers-le-Bel,95400,primaire
0951263G,Ecole maternelle Pape Carpantier,95,Villiers-le-Bel,95400,primaire
0951265J,Ecole maternelle Henri Matisse,95,Montigny-lès-Cormeilles,95370,primaire
0951271R,Ecole maternelle Clos Saint Pierre,95,Pierrelaye,95480,primaire
0951273T,Ecole maternelle Marius Delpech,95,Sarcelles,95200,primaire
0951274U,Ecole primaire privée Torat Emet,95,Sarcelles,95200,primaire
0951277X,Ecole élémentaire Henri Matisse,95,Montigny-lès-Cormeilles,95370,primaire
0951278Y,Section d'enseignement général et professionnel adapté du Collège Pierre de Ronsard,95,Montmorency,95160,secondaire
0951279Z,Collège Les Coutures,95,Parmain,95620,secondaire
0951281B,"Lycée professionnel Turgot, lycée des métiers du commerce et de la gestion administrative",95,Montmorency,95162,secondaire
0951282C,"Lycée professionnel du Vexin, lycée des métiers de la sécurité et de la prévetion",95,Chars,95750,secondaire
0951283D,Ecole maternelle La Fontaine Bertin,95,Franconville,95130,primaire
0951284E,Ecole maternelle Vieille Fontaine,95,Frépillon,95740,primaire
0951291M,Ecole maternelle Les Aunaies,95,Auvers-sur-Oise,95430,primaire
0951292N,Ecole maternelle Georges Braque,95,Montigny-lès-Cormeilles,95370,primaire
0951293P,Ecole maternelle Paul Roth,95,Osny,95520,primaire
0951294R,Ecole maternelle Marcel Cachin 2,95,Argenteuil,95100,primaire
0951296T,Ecole maternelle Les Chênes,95,Cergy,95000,primaire
0951297U,Ecole maternelle Maurice Ravel,95,Ermont,95120,primaire
0951298V,Ecole élémentaire Maurice Ravel,95,Ermont,95120,primaire
0951299W,Ecole élémentaire Jean Moulin,95,Garges-lès-Gonesse,95140,primaire
0951300X,Ecole élémentaire Georges Braque,95,Montigny-lès-Cormeilles,95370,primaire
0951301Y,Ecole élémentaire Les Chênes,95,Cergy,95000,primaire
0951302Z,Ecole élémentaire Les Larris,95,Pontoise,95000,primaire
0951303A,Ecole élémentaire Parc de Cassan,95,L'Isle-Adam,95290,primaire
0951304B,Ecole maternelle Jules Verne,95,Taverny,95150,primaire
0951305C,Ecole maternelle,95,Ennery,95300,primaire
0951309G,Ecole maternelle Pauline Kergomard,95,Saint-Gratien,95210,primaire
0951335K,Ecole maternelle Montedour,95,Franconville,95130,primaire
0951352D,Collège Schweitzer,95,Soisy-sous-Montmorency,95230,secondaire
0951353E,Section d'enseignement général et professionnel adapté du Collège Schweitzer,95,Soisy-sous-Montmorency,95230,secondaire
0951354F,Collège André Malraux,95,Louvres,95380,secondaire
0951356H,Collège Lucie Aubrac,95,Argenteuil,95100,secondaire
0951357J,Collège Anna de Noailles,95,Luzarches,95270,secondaire
0951359L,Section d'enseignement professionnel du lycée polyvalent Jean-Jacques Rousseau,95,Sarcelles,95200,secondaire
0951363R,Ecole élémentaire Marcel Cachin,95,Argenteuil,95100,primaire
0951364S,Ecole élémentaire La Fontaine Bertin,95,Franconville,95130,primaire
0951365T,Ecole élémentaire Gaston Ramon,95,Sannois,95110,primaire
0951367V,Ecole maternelle Gaston Monmousseau,95,Méry-sur-Oise,95540,primaire
0951368W,Ecole maternelle Gaston Ramon,95,Sannois,95110,primaire
0951370Y,Ecole maternelle Pauline Kergomard,95,Saint-Martin-du-Tertre,95270,primaire
0951372A,Ecole maternelle Le Trait d'Union,95,Bouffémont,95570,primaire
0951373B,Ecole maternelle Chantepie,95,Sarcelles,95200,primaire
0951374C,Ecole maternelle Jean de La Fontaine,95,L'Isle-Adam,95290,primaire
0951375D,Ecole élémentaire La Prairie,95,Saint-Ouen-l'Aumône,95310,primaire
0951377F,Ecole maternelle Le Bois,95,Éragny,95610,primaire
0951378G,Ecole maternelle Les Hauts de Saint Nicolas,95,Le-Plessis-Bouchard,95130,primaire
0951379H,Ecole élémentaire Le Bois,95,Éragny,95610,primaire
0951399E,Lycée général et technologique Alfred Kastler,95,Cergy,95011,secondaire
0951400F,Collège de Maubuisson,95,Bessancourt,95550,secondaire
0951401G,Collège La Justice,95,Cergy,95000,secondaire
0951402H,Section d'enseignement général et professionnel adapté du Collège La Justice,95,Cergy,95000,secondaire
0951403J,Collège La Bruyère,95,Osny,95520,secondaire
0951406M,Ecole maternelle Jacques Prévert Joseph Kosma,95,Saint-Ouen-l'Aumône,95310,primaire
0951408P,Ecole maternelle Le Ponceau,95,Cergy,95000,primaire
0951409R,Ecole maternelle Paul Cézanne,95,Montigny-lès-Cormeilles,95370,primaire
0951410S,Ecole maternelle Jacques Prévert,95,Saint-Leu-la-Forêt,95320,primaire
0951411T,Ecole maternelle Anne Frank,95,Taverny,95150,primaire
0951412U,Ecole maternelle Goscinny,95,Taverny,95150,primaire
0951413V,Ecole maternelle La Garenne,95,Marly-la-Ville,95670,primaire
0951415X,Ecole maternelle Pauline Kergomard,95,Argenteuil,95100,primaire
0951416Y,Ecole élémentaire Le Ponceau,95,Cergy,95000,primaire
0951417Z,Ecole élémentaire La Justice,95,Cergy,95000,primaire
0951418A,Ecole élémentaire Les Dix Arpents,95,Éragny,95610,primaire
0951419B,Ecole élémentaire Les Longues Rayes,95,Éragny,95610,primaire
0951420C,Ecole élémentaire Les Aunaies,95,Auvers-sur-Oise,95430,primaire
0951421D,Ecole élémentaire La Garenne,95,Marly-la-Ville,95670,primaire
0951426J,Ecole maternelle Les Dix Arpents,95,Éragny,95610,primaire
0951427K,Ecole maternelle Jean Jaurès,95,Méry-sur-Oise,95540,primaire
0951428L,Ecole maternelle Jacques Prévert 1,95,Garges-lès-Gonesse,95140,primaire
0951429M,Ecole maternelle Emile Zola,95,Villiers-le-Bel,95400,primaire
0951430N,Ecole maternelle Les Levriers,95,Montmagny,95360,primaire
0951431P,Ecole maternelle Maurice Genevoix,95,Gonesse,95500,primaire
0951432R,Ecole maternelle Les Vignes,95,Osny,95520,primaire
0951433S,Ecole maternelle,95,Us,95450,primaire
0951441A,Ecole élémentaire Paul Cézanne,95,Montigny-lès-Cormeilles,95370,primaire
0951442B,Ecole primaire Henri Hatrel,95,Deuil-la-Barre,95170,primaire
0951443C,Ecole élémentaire Jean Jaurès,95,Méry-sur-Oise,95540,primaire
0951444D,Ecole primaire Les Linandes,95,Cergy,95000,primaire
0951445E,Ecole élémentaire Les Eguerets,95,Jouy-le-Moutier,95280,primaire
0951446F,Ecole élémentaire Emile Zola,95,Villiers-le-Bel,95400,primaire
0951447G,Ecole élémentaire Le Trait d'Union,95,Bouffémont,95570,primaire
0951448H,Ecole élémentaire Jules Ferry,95,Montsoult,95560,primaire
0951449J,Ecole élémentaire Chantepie,95,Sarcelles,95200,primaire
0951452M,Ecole maternelle Les Eguerets,95,Jouy-le-Moutier,95280,primaire
0951453N,Ecole maternelle Chaumontel,95,Chaumontel,95270,primaire
0951464A,Ecole maternelle La Challe,95,Éragny,95610,primaire
0951470G,Ecole élémentaire La Sebille,95,Cergy,95800,primaire
0951471H,Ecole élémentaire Le Chemin Dupuis,95,Cergy,95000,primaire
0951472J,Ecole primair les Bourseaux,95,Saint-Ouen-l'Aumône,95310,primaire
0951473K,Ecole élémentaire Les Levriers,95,Montmagny,95360,primaire
0951474L,Ecole primaire Le Grillon,95,Éragny,95610,primaire
0951475M,Ecole élémentaire La Butte,95,Éragny,95610,primaire
0951476N,Ecole élémentaire Les Chênes,95,Herblay,95220,primaire
0951477P,Ecole élémentaire Jacques Prévert,95,Garges-lès-Gonesse,95140,primaire
0951478R,Ecole élémentaire Les Bourguignons,95,Ézanville,95460,primaire
0951479S,Ecole élémentaire Les Jouannes,95,Jouy-le-Moutier,95280,primaire
0951480T,Ecole maternelle La Sebille,95,Cergy,95800,primaire
0951481U,Ecole maternelle Le Chemin Dupuis,95,Cergy,95000,primaire
0951482V,Ecole maternelle Les Chênes,95,Herblay,95220,primaire
0951486Z,Ecole maternelle La Butte,95,Éragny,95610,primaire
0951488B,Ecole maternelle Les Bourguignons,95,Ézanville,95460,primaire
0951489C,Ecole maternelle Les Quatre Noyers,95,Franconville,95130,primaire
0951490D,Ecole maternelle Les Jouannes,95,Jouy-le-Moutier,95280,primaire
0951493G,Ecole maternelle Maurice Genevoix 2,95,Parmain,95620,primaire
0951504U,Collège privé Notre-Dame,95,Enghien-les-Bains,95880,secondaire
0951505V,Collège privé Notre-Dame de Bury,95,Margency,95580,secondaire
0951506W,Collège privé Notre-Dame de La Compassion,95,Pontoise,95300,secondaire
0951507X,Collège privé Saint Martin de France,95,Pontoise,95300,secondaire
0951508Y,Collège privé Notre-Dame,95,Sannois,95110,secondaire
0951509Z,Collège privé la Salle - Saint Rosaire,95,Sarcelles,95200,secondaire
0951511B,Ecole maternelle Les Cygnes,95,Enghien-les-Bains,95880,primaire
0951513D,Ecole maternelle Alphonse Daudet,95,Ermont,95120,primaire
0951514E,Ecole maternelle La Croix Rouge,95,Taverny,95150,primaire
0951515F,Ecole maternelle Benjamin Rabier,95,Gonesse,95500,primaire
0951516G,Ecole maternelle Le Parc,95,Cergy,95000,primaire
0951517H,Ecole maternelle Les Genottes,95,Cergy,95800,primaire
0951520L,Ecole élémentaire Les Genottes,95,Cergy,95800,primaire
0951524R,Ecole élémentaire Rene Goscinny,95,Taverny,95150,primaire
0951525S,Ecole maternelle l'Orangerie,95,Sannois,95110,primaire
0951527U,Collège Henri Guillaumet,95,Jouy-le-Moutier,95280,secondaire
0951549T,Ecole maternelle Bernes-Sur-Oise,95,Bernes-sur-Oise,95340,primaire
0951550U,Ecole maternelle Le Stade,95,Champagne-sur-Oise,95660,primaire
0951552W,Ecole maternelle Jacques Prévert,95,Soisy-sous-Montmorency,95230,primaire
0951553X,Ecole maternelle Belle Epine,95,Cergy,95800,primaire
0951554Y,Ecole maternelle Le Gros Caillou,95,Cergy,95800,primaire
0951557B,Ecole maternelle Le Vast,95,Jouy-le-Moutier,95280,primaire
0951558C,Ecole primaire Les Quincelettes,95,Bruyères-sur-Oise,95820,primaire
0951559D,Ecole élémentaire Jean de La Fontaine,95,Boissy-l'Aillerie,95650,primaire
0951560E,Ecole élémentaire La Belle Epine,95,Cergy,95800,primaire
0951561F,Ecole élémentaire Le Gros Caillou,95,Cergy,95800,primaire
0951562G,Ecole élémentaire Le Chat Perché,95,Cergy,95800,primaire
0951563H,Ecole élémentaire Alphonse Daudet,95,Ermont,95120,primaire
0951564J,Ecole primaire Van Gogh,95,Montigny-lès-Cormeilles,95370,primaire
0951565K,Ecole primaire Micheline Lefèvre,95,Attainville,95570,primaire
0951566L,Ecole élémentaire Le Vast,95,Jouy-le-Moutier,95280,primaire
0951574V,Section d'enseignement général et professionnel adapté du Collège Henri Guillaumet,95,Jouy-le-Moutier,95280,secondaire
0951604C,Section d'enseignement général et professionnel adapté du Collège Antoine De St Exupery,95,Ermont,95120,secondaire
0951607F,Ecole maternelle Charles Perrault,95,Andilly,95580,primaire
0951608G,Ecole maternelle Le Chat Perché,95,Cergy,95800,primaire
0951609H,Ecole élémentaire Le Bois Joli,95,Sarcelles,95200,primaire
0951610J,Ecole élémentaire Emilie Carles,95,Persan,95340,primaire
0951611K,Ecole maternelle Emilie Carles,95,Persan,95340,primaire
0951612L,Ecole maternelle Jean Effel,95,Garges-lès-Gonesse,95140,primaire
0951614N,Ecole primaire Les Vaux Labours,95,Jouy-le-Moutier,95280,primaire
0951617S,Collège Gérard Philipe,95,Cergy,95800,secondaire
0951618T,"Lycée professionnel Auguste Escoffier, lycée des métiers de la gastronomie et des techniques du froid",95,Éragny,95610,secondaire
0951626B,Ecole élémentaire Le Noyer,95,Jouy-le-Moutier,95280,primaire
0951627C,Ecole maternelle Le Noyer,95,Jouy-le-Moutier,95280,primaire
0951628D,Ecole élémentaire Les Hauts Toupets,95,Vauréal,95490,primaire
0951629E,Ecole maternelle Les Hauts Toupets,95,Vauréal,95490,primaire
0951630F,Ecole élémentaire Les Terrasses,95,Cergy,95800,primaire
0951631G,Ecole maternelle Les Terrasses,95,Cergy,95800,primaire
0951636M,Collège Les Toupets,95,Vauréal,95490,secondaire
0951637N,Lycée général et technologique Galilée,95,Cergy,95801,secondaire
0951638P,Ecole élémentaire Les Groues,95,Vauréal,95490,primaire
0951639R,Ecole maternelle Les Groues,95,Vauréal,95490,primaire
0951640S,Ecole maternelle Le Bourg,95,Marly-la-Ville,95670,primaire
0951641T,Ecole élémentaire Le Bontemps,95,Cergy,95800,primaire
0951642U,Ecole maternelle Le Bontemps,95,Cergy,95800,primaire
0951643V,Ecole élémentaire L'Escapade,95,Cergy,95800,primaire
0951644W,Ecole maternelle l'Escapade,95,Cergy,95800,primaire
0951645X,Ecole maternelle Anne Frank,95,Sannois,95110,primaire
0951646Y,Ecole élémentaire Quatre Noyers,95,Franconville,95130,primaire
0951647Z,Ecole maternelle La Tournade,95,Herblay,95220,primaire
0951648A,Ecole maternelle Jacques Prévert 2,95,Garges-lès-Gonesse,95140,primaire
0951650C,Ecole maternelle Alphonse Daudet,95,Saint-Brice-sous-Forêt,95350,primaire
0951651D,Ecole maternelle Les Belles Feuilles,95,Taverny,95150,primaire
0951652E,Ecole maternelle Bel Air,95,Sarcelles,95200,primaire
0951653F,Ecole élémentaire Jacques Prévert,95,Saint-Leu-la-Forêt,95320,primaire
0951661P,Ecole primaire Yvonne de Gaulle,95,Goussainville,95190,primaire
0951662R,Ecole maternelle La Chanterelle,95,Cergy,95800,primaire
0951663S,Ecole élémentaire La Chanterelle,95,Cergy,95800,primaire
0951664T,Ecole maternelle Le Terroir,95,Cergy,95800,primaire
0951665U,Ecole élémentaire Le Terroir,95,Cergy,95800,primaire
0951668X,Ecole maternelle Les Tremblays,95,Jouy-le-Moutier,95280,primaire
0951669Y,Ecole élémentaire Les Tremblays,95,Jouy-le-Moutier,95280,primaire
0951672B,Collège Léonard de Vinci,95,Éragny,95610,secondaire
0951673C,"Lycée profesionnel Gustave Eiffel, lycée des métiers du génie électrique et des métiers du tertiaire",95,Ermont,95120,secondaire
0951678H,Ecole générale et technologique privée Compta-Sup Marketing,95,Saint-Brice-sous-Forêt,95350,secondaire
0951682M,Collège privé Torat Emet,95,Sarcelles,95200,secondaire
0951685R,Ecole primaire privée Heder Tachbar,95,Sarcelles,95200,primaire
0951686S,Ecole élémentaire Le Val Fleuri,95,Sarcelles,95200,primaire
0951688U,Ecole élémentaire Les Essarts,95,Cergy,95800,primaire
0951689V,Ecole maternelle Les Essarts,95,Cergy,95800,primaire
0951690W,Ecole primaire Le Boulingrin,95,Vauréal,95490,primaire
0951694A,Ecole primaire Le Hazay,95,Cergy,95800,primaire
0951695B,Ecole maternelle Le Hazay,95,Cergy,95800,primaire
0951696C,Collège Georges Duhamel,95,Herblay,95220,secondaire
0951697D,Collège Moulin à Vent,95,Cergy,95800,secondaire
0951698E,Section d'enseignement général et professionnel adapté du Collège Moulin à Vent,95,Cergy,95000,secondaire
0951701H,Ecole maternelle Magendie,95,Sannois,95110,primaire
0951705M,Collège La Bussie,95,Vauréal,95490,secondaire
0951707P,Ecole secondaire privée IInstitut de Gestion Sociale des Armées,95,La-Roche-Guyon,95780,secondaire
0951710T,"Lycée polyvalent Camille Claudel, lycée des métiers des arts et du design",95,Vauréal,95490,secondaire
0951711U,Ecole primaire La Belle Etoile,95,Sannois,95110,primaire
0951712V,Ecole maternelle Lac Marchais,95,Deuil-la-Barre,95170,primaire
0951713W,Ecole maternelle Le Village,95,Saint-Leu-la-Forêt,95320,primaire
0951714X,Ecole maternelle Charles Perrault,95,Taverny,95150,primaire
0951717A,Ecole maternelle Albert Schweitzer,95,Magny-en-Vexin,95420,primaire
0951719C,Ecole élémentaire Victor Schoelcher,95,Magny-en-Vexin,95420,primaire
0951722F,Lycée polyvalent Jean Monnet,95,Franconville,95131,secondaire
0951723G,Lycée général et technologique Montesquieu,95,Herblay,95220,secondaire
0951724H,Collège Sainte Apolline,95,Courdimanche,95800,secondaire
0951725J,Collège Jacques-Yves Cousteau,95,Méry-sur-Oise,95540,secondaire
0951726K,Collège Le Petit Bois,95,Pierrelaye,95480,secondaire
0951727L,Lycée polyvalent Charles Baudelaire,95,Fosses,95470,secondaire
0951728M,"Lycée polyvalent Edmond Rostand, lycée des métiers de la relation client et du management",95,Saint-Ouen-l'Aumône,95310,secondaire
0951730P,Ecole élémentaire Les Tilleuls,95,Cergy,95800,primaire
0951731R,Ecole primaire Les Champs Guillaume,95,Cormeilles-en-Parisis,95240,primaire
0951732S,Ecole élémentaire Le Point du Jour,95,Cergy,95800,primaire
0951733T,Ecole primaire La Louvière,95,Courdimanche,95800,primaire
0951734U,Ecole élémentaire l'Allée Couverte,95,Vauréal,95490,primaire
0951735V,Ecole élémentaire Les Sablons,95,Vauréal,95490,primaire
0951736W,Ecole maternelle Gallieni,95,Deuil-la-Barre,95170,primaire
0951737X,Ecole maternelle Jacques Prévert,95,Bezons,95870,primaire
0951739Z,Ecole maternelle Le Point du Jour,95,Cergy,95800,primaire
0951741B,Ecole maternelle l'Allée Couverte,95,Vauréal,95490,primaire
0951743D,Ecole maternelle Les Tilleuls,95,Cergy,95800,primaire
0951744E,Ecole élémentaire La Fontaine Sainte-Geneviève,95,Louvres,95380,primaire
0951745F,Ecole maternelle Jacques Prévert,95,Argenteuil,95100,primaire
0951748J,Lycée polyvalent Evariste Galois,95,Beaumont-sur-Oise,95260,secondaire
0951753P,Lycée général et technologique Léonard de Vinci,95,Saint-Witz,95470,secondaire
0951754R,Collège Voltaire,95,Sannois,95110,secondaire
0951756T,Lycée polyvalent Jules Verne,95,Cergy,95800,secondaire
0951759W,Ecole maternelle Jean Monnet,95,Soisy-sous-Montmorency,95230,primaire
0951760X,Ecole élémentaire Les Moissons,95,Vauréal,95490,primaire
0951761Y,Ecole élémentaire Robert Schuman,95,Soisy-sous-Montmorency,95230,primaire
0951762Z,Ecole élémentaire Jean Monnet,95,Arnouville,95400,primaire
0951763A,Lycée polyvalent Louis Jouvet,95,Taverny,95152,secondaire
0951766D,Lycée général et technologique Simone de Beauvoir,95,Garges-lès-Gonesse,95141,secondaire
0951772K,Section d'enseignement professionnel du lycée polyvalent Evariste Galois,95,Beaumont-sur-Oise,95260,secondaire
0951773L,Section d'enseignement professionnel du lycée polyvalent Charles Baudelaire,95,Fosses,95470,secondaire
0951774M,Section d'enseignement professionnel du lycée polyvalent Louis Jouvet,95,Taverny,95152,secondaire
0951778S,Ecole maternelle Les Croizettes,95,Courdimanche,95800,primaire
0951779T,Ecole élémentaire Les Croizettes,95,Courdimanche,95800,primaire
0951781V,Ecole maternelle Elsa Triolet,95,Bruyères-sur-Oise,95820,primaire
0951782W,Ecole primaire La Siaule,95,Vauréal,95490,primaire
0951784Y,Ecole primaire La Fontaine Bleue,95,Beaumont-sur-Oise,95260,primaire
0951785Z,Ecole primaire Victor Hugo,95,Saint-Prix,95390,primaire
0951787B,"Lycée polyvalent Arthur Rimbaud, lycée de métiers de l'automobile, du commerce et de la logistique",95,Garges-lès-Gonesse,95140,secondaire
0951788C,Lycée polyvalent George Sand,95,Domont,95331,secondaire
0951799P,Collège Charles Le Brun,95,Montmorency,95160,secondaire
0951800R,Collège Louis Aragon,95,Montigny-lès-Cormeilles,95370,secondaire
0951801S,Collège Les Merisiers,95,Jouy-le-Moutier,95280,secondaire
0951802T,Ecole Montessori bilingue,95,Presles,95590,primaire
0951811C,"Lycée polyvalent Fernand et Nadia Léger, lycée des métiers du social, de la santé, des services",95,Argenteuil,95104,secondaire
0951812D,Ecole maternelle Le Relais de Coulanges,95,Gonesse,95500,primaire
0951813E,Ecole maternelle Jean Jaurès,95,Argenteuil,95100,primaire
0951817J,Collège privé Le Luat,95,Piscop,95350,secondaire
0951822P,Collège Léonard de Vinci,95,Bouffémont,95570,secondaire
0951823R,Collège Charles François Daubigny,95,Auvers-sur-Oise,95430,secondaire
0951824S,Lycée polyvalent de L'Hautil,95,Jouy-le-Moutier,95280,secondaire
0951832A,Ecole maternelle de Vaux,95,Méry-sur-Oise,95540,primaire
0951833B,Ecole élémentaire de Vaux,95,Méry-sur-Oise,95540,primaire
0951834C,Ecole maternelle Louis Jouvet,95,Villiers-le-Bel,95400,primaire
0951835D,Ecole maternelle La Chesnaie,95,Beauchamp,95250,primaire
0951837F,Section d'enseignement professionnel du lycée polyvalent Georges Braque,95,Argenteuil,95100,secondaire
0951838G,Section d'enseignement professionnel du lycée polyvalent Camille Claudel,95,Vauréal,95490,secondaire
0951839H,Section d'enseignement professionnel du lycée polyvalent Jean Monnet,95,Franconville,95131,secondaire
0951840J,Section d'enseignement professionnel du lycée polyvalent Edmond Rostand,95,Saint-Ouen-l'Aumône,95310,secondaire
0951841K,Section d'enseignement professionnel du lycée polyvalent Arthur Rimbaud,95,Garges-lès-Gonesse,95140,secondaire
0951842L,Section d'enseignement professionnel du lycée polyvalent Georges Sand,95,Domont,95331,secondaire
0951843M,Section d'enseignement professionnel du lycée polyvalent Eugène Ronceray,95,Bezons,95872,secondaire
0951844N,Section d'enseignement professionnel du lycée polyvalent Fernand et Nadia Léger,95,Argenteuil,95104,secondaire
0951845P,Ecole maternelle Georges Duhamel,95,Champagne-sur-Oise,95660,primaire
0951846R,Ecole élémentaire Benjamin Rabier,95,Gonesse,95500,primaire
0951909J,Collège Maurice Utrillo,95,Montmagny,95360,secondaire
0951911L,Section d'enseignement professionnel du lycée polyvalent Romain Rolland,95,Goussainville,95190,secondaire
0951912M,Section d'enseignement professionnel du lycée polyvalent de la Tourelle,95,Sarcelles,95200,secondaire
